ContextReferenceClass,ContextReferenceId,LinkClass,LinkClassId,Name,Amount,Unit,CreateTS,ModifiedTS,ClassName,RecordId,Trans1,Trans2,Trans3,OccGlobalId,OccIdentifier
wt.part.WTPart,80365,wt.part.WTPartUsageLink,81786,D20021_1,1,ea,2018-05-23 07:40:06.0000000,2018-05-23 07:40:06.0000000,wt.part.PartUsesOccurrence,81787,4.4593000000000001E-2,-0.86656,0.25276300000000002,132268917-1527060797881-124376339-157-245-216-10:28,28
wt.part.WTPart,80365,wt.part.WTPartUsageLink,81786,D20021_2,1,ea,2018-05-23 07:40:06.0000000,2018-05-23 07:40:06.0000000,wt.part.PartUsesOccurrence,81788,2.8056999999999999E-2,-0.87336499999999995,0.22645100000000001,132268917-1527060797881-124376339-157-245-216-10:29,29
wt.part.WTPart,80365,wt.part.WTPartUsageLink,81786,D20021_3,1,ea,2018-05-23 07:40:06.0000000,2018-05-23 07:40:06.0000000,wt.part.PartUsesOccurrence,81789,-4.4593000000000001E-2,-0.86656,0.25276300000000002,132268917-1527060797881-124376339-157-245-216-10:30,30
wt.part.WTPart,80365,wt.part.WTPartUsageLink,81786,D20021_4,1,ea,2018-05-23 07:40:06.0000000,2018-05-23 07:40:06.0000000,wt.part.PartUsesOccurrence,81790,-2.8056999999999999E-2,-0.87336499999999995,0.22645100000000001,132268917-1527060797881-124376339-157-245-216-10:31,31
wt.part.WTPart,80125,wt.part.WTPartUsageLink,81791,D20022_1,1,ea,2018-05-23 07:40:06.0000000,2018-05-23 07:40:06.0000000,wt.part.PartUsesOccurrence,81792,0,0,0,132268917-1527060797881-124376339-157-245-216-10:32,32
wt.part.WTPart,81013,wt.part.WTPartUsageLink,81793,D20023_1,1,ea,2018-05-23 07:40:06.0000000,2018-05-23 07:40:06.0000000,wt.part.PartUsesOccurrence,81794,0,0,0,132268917-1527060797881-124376339-157-245-216-10:33,33
wt.part.WTPart,81013,wt.part.WTPartUsageLink,81795,D20024_1,1,ea,2018-05-23 07:40:06.0000000,2018-05-23 07:40:06.0000000,wt.part.PartUsesOccurrence,81796,0.015875,-0.78501500000000002,0.23674500000000001,132268917-1527060797881-124376339-157-245-216-10:34,34
wt.part.WTPart,81013,wt.part.WTPartUsageLink,81797,D20025_1,1,ea,2018-05-23 07:40:06.0000000,2018-05-23 07:40:06.0000000,wt.part.PartUsesOccurrence,81798,0,-1.101102,9.5250000000000005E-3,132268917-1527060797881-124376339-157-245-216-10:35,35
wt.part.WTPart,81013,wt.part.WTPartUsageLink,81799,D20026_1,1,ea,2018-05-23 07:40:06.0000000,2018-05-23 07:40:06.0000000,wt.part.PartUsesOccurrence,81800,2.2225000000000002E-2,-1.101102,9.5250000000000005E-3,132268917-1527060797881-124376339-157-245-216-10:36,36
wt.part.WTPart,80125,wt.part.WTPartUsageLink,81801,D20027_1,1,ea,2018-05-23 07:40:06.0000000,2018-05-23 07:40:06.0000000,wt.part.PartUsesOccurrence,81802,0,0,0,132268917-1527060797881-124376339-157-245-216-10:37,37
wt.part.WTPart,81182,wt.part.WTPartUsageLink,81803,D20028_1,1,ea,2018-05-23 07:40:06.0000000,2018-05-23 07:40:06.0000000,wt.part.PartUsesOccurrence,81804,0,-0.94184299999999999,0.218058,132268917-1527060797881-124376339-157-245-216-10:38,38
wt.part.WTPart,81182,wt.part.WTPartUsageLink,81805,D20029_1,1,ea,2018-05-23 07:40:06.0000000,2018-05-23 07:40:06.0000000,wt.part.PartUsesOccurrence,81806,0,-0.72187199999999996,0.34505799999999998,132268917-1527060797881-124376339-157-245-216-10:39,39
wt.part.WTPart,81182,wt.part.WTPartUsageLink,81807,D20030_1,1,ea,2018-05-23 07:40:06.0000000,2018-05-23 07:40:06.0000000,wt.part.PartUsesOccurrence,81808,0,-0.83185799999999999,0.28155799999999997,132268917-1527060797881-124376339-157-245-216-10:40,40
wt.part.WTPart,81182,wt.part.WTPartUsageLink,81809,D20031_1,1,ea,2018-05-23 07:40:06.0000000,2018-05-23 07:40:06.0000000,wt.part.PartUsesOccurrence,81810,0,-0.48141200000000001,0.472889,132268917-1527060797881-124376339-157-245-216-10:41,41
wt.part.WTPart,81182,wt.part.WTPartUsageLink,81811,D20032_1,1,ea,2018-05-23 07:40:06.0000000,2018-05-23 07:40:06.0000000,wt.part.PartUsesOccurrence,81812,0,-0.192356,0.64710800000000002,132268917-1527060797881-124376339-157-245-216-10:42,42
wt.part.WTPart,81182,wt.part.WTPartUsageLink,81813,D20033_1,1,ea,2018-05-23 07:40:06.0000000,2018-05-23 07:40:06.0000000,wt.part.PartUsesOccurrence,81814,0,0,0,132268917-1527060797881-124376339-157-245-216-10:43,43
wt.part.WTPart,80125,wt.part.WTPartUsageLink,81815,D20034_1,1,ea,2018-05-23 07:40:06.0000000,2018-05-23 07:40:06.0000000,wt.part.PartUsesOccurrence,81816,0,0,0,132268917-1527060797881-124376339-157-245-216-10:44,44
wt.part.WTPart,81421,wt.part.WTPartUsageLink,81817,D20035_1,1,ea,2018-05-23 07:40:06.0000000,2018-05-23 07:40:06.0000000,wt.part.PartUsesOccurrence,81818,2.5399999999999999E-4,-0.87851000000000001,1.5216229999999999,132268917-1527060797881-124376339-157-245-216-10:45,45
wt.part.WTPart,81421,wt.part.WTPartUsageLink,81817,D20035_2,1,ea,2018-05-23 07:40:06.0000000,2018-05-23 07:40:06.0000000,wt.part.PartUsesOccurrence,81819,-2.5399999999999999E-4,0,0,132268917-1527060797881-124376339-157-245-216-10:46,46
wt.part.WTPart,81421,wt.part.WTPartUsageLink,81820,D20036_1,1,ea,2018-05-23 07:40:06.0000000,2018-05-23 07:40:06.0000000,wt.part.PartUsesOccurrence,81821,0.34166200000000002,-0.98907400000000001,0.44337399999999999,132268917-1527060797881-124376339-157-245-216-10:47,47
wt.part.WTPart,81421,wt.part.WTPartUsageLink,81820,D20036_2,1,ea,2018-05-23 07:40:06.0000000,2018-05-23 07:40:06.0000000,wt.part.PartUsesOccurrence,81822,-0.34166200000000002,-0.98907400000000001,0.44337399999999999,132268917-1527060797881-124376339-157-245-216-10:48,48
wt.part.WTPart,81421,wt.part.WTPartUsageLink,81823,D20037_1,1,ea,2018-05-23 07:40:06.0000000,2018-05-23 07:40:06.0000000,wt.part.PartUsesOccurrence,81824,0.30207499999999998,-0.98907400000000001,0.44337399999999999,132268917-1527060797881-124376339-157-245-216-10:49,49
wt.part.WTPart,81421,wt.part.WTPartUsageLink,81823,D20037_2,1,ea,2018-05-23 07:40:06.0000000,2018-05-23 07:40:06.0000000,wt.part.PartUsesOccurrence,81825,-0.30207499999999998,-0.98907400000000001,0.44337399999999999,132268917-1527060797881-124376339-157-245-216-10:50,50
wt.part.WTPart,81421,wt.part.WTPartUsageLink,81826,D20038_1,1,ea,2018-05-23 07:40:06.0000000,2018-05-23 07:40:06.0000000,wt.part.PartUsesOccurrence,81827,0.303562,-0.98907400000000001,0.44337399999999999,132268917-1527060797881-124376339-157-245-216-10:51,51
wt.part.WTPart,81421,wt.part.WTPartUsageLink,81826,D20038_2,1,ea,2018-05-23 07:40:06.0000000,2018-05-23 07:40:06.0000000,wt.part.PartUsesOccurrence,81828,-0.303562,-0.98907400000000001,0.44337399999999999,132268917-1527060797881-124376339-157-245-216-10:52,52
wt.part.WTPart,81421,wt.part.WTPartUsageLink,81829,D20039_1,1,ea,2018-05-23 07:40:06.0000000,2018-05-23 07:40:06.0000000,wt.part.PartUsesOccurrence,81830,-0.303562,-0.98907400000000001,0.44337399999999999,132268917-1527060797881-124376339-157-245-216-10:53,53
wt.part.WTPart,81421,wt.part.WTPartUsageLink,81829,D20039_2,1,ea,2018-05-23 07:40:06.0000000,2018-05-23 07:40:06.0000000,wt.part.PartUsesOccurrence,81831,0.303562,-0.98907400000000001,0.44337399999999999,132268917-1527060797881-124376339-157-245-216-10:54,54
wt.part.WTPart,81421,wt.part.WTPartUsageLink,81832,D20040_1,1,ea,2018-05-23 07:40:06.0000000,2018-05-23 07:40:06.0000000,wt.part.PartUsesOccurrence,81833,-0.37023699999999998,-0.98907400000000001,0.44337399999999999,132268917-1527060797881-124376339-157-245-216-10:55,55
wt.part.WTPart,81421,wt.part.WTPartUsageLink,81832,D20040_2,1,ea,2018-05-23 07:40:06.0000000,2018-05-23 07:40:06.0000000,wt.part.PartUsesOccurrence,81834,0.37023699999999998,-0.98907400000000001,0.44337399999999999,132268917-1527060797881-124376339-157-245-216-10:56,56
wt.part.WTPart,80125,wt.part.WTPartUsageLink,81835,D20041_1,1,ea,2018-05-23 07:40:06.0000000,2018-05-23 07:40:06.0000000,wt.part.PartUsesOccurrence,81836,0,0,0,132268917-1527060797881-124376339-157-245-216-10:57,57
wt.part.WTPart,80125,wt.part.WTPartUsageLink,81837,D20042_1,1,ea,2018-05-23 07:40:06.0000000,2018-05-23 07:40:06.0000000,wt.part.PartUsesOccurrence,81838,0,0,0,132268917-1527060797881-124376339-157-245-216-10:58,58
wt.part.WTPart,80125,wt.part.WTPartUsageLink,81839,D20043_1,1,ea,2018-05-23 07:40:06.0000000,2018-05-23 07:40:06.0000000,wt.part.PartUsesOccurrence,81840,0.13486300000000001,-0.91200899999999996,0.29338500000000001,132268917-1527060797881-124376339-157-245-216-10:59,59
wt.part.WTPart,80125,wt.part.WTPartUsageLink,81839,D20043_2,1,ea,2018-05-23 07:40:06.0000000,2018-05-23 07:40:06.0000000,wt.part.PartUsesOccurrence,81841,-0.13486300000000001,-0.91200899999999996,0.29338500000000001,132268917-1527060797881-124376339-157-245-216-10:60,60
wt.part.WTPart,80125,wt.part.WTPartUsageLink,81839,D20043_3,1,ea,2018-05-23 07:40:06.0000000,2018-05-23 07:40:06.0000000,wt.part.PartUsesOccurrence,81842,-6.3499999999999997E-3,-0.93708000000000002,0.209809,132268917-1527060797881-124376339-157-245-216-10:61,61
wt.part.WTPart,80125,wt.part.WTPartUsageLink,81839,D20043_4,1,ea,2018-05-23 07:40:06.0000000,2018-05-23 07:40:06.0000000,wt.part.PartUsesOccurrence,81843,6.3499999999999997E-3,-0.93708000000000002,0.209809,132268917-1527060797881-124376339-157-245-216-10:62,62
wt.part.WTPart,81856,wt.part.WTPartUsageLink,81866,D20043_2,1,ea,2018-05-23 07:40:07.0000000,2018-05-23 07:40:07.0000000,wt.part.PartUsesOccurrence,81867,-0.13486300000000001,-0.91200899999999996,0.29338500000000001,132268917-1527060797881-124376339-157-245-216-10:60,60
wt.part.WTPart,81856,wt.part.WTPartUsageLink,81865,D20022_1,1,ea,2018-05-23 07:40:07.0000000,2018-05-23 07:40:07.0000000,wt.part.PartUsesOccurrence,81868,0,0,0,132268917-1527060797881-124376339-157-245-216-10:32,32
wt.part.WTPart,81856,wt.part.WTPartUsageLink,81866,D20043_1,1,ea,2018-05-23 07:40:07.0000000,2018-05-23 07:40:07.0000000,wt.part.PartUsesOccurrence,81869,0.13486300000000001,-0.91200899999999996,0.29338500000000001,132268917-1527060797881-124376339-157-245-216-10:59,59
wt.part.WTPart,81856,wt.part.WTPartUsageLink,81866,D20043_4,1,ea,2018-05-23 07:40:07.0000000,2018-05-23 07:40:07.0000000,wt.part.PartUsesOccurrence,81870,6.3499999999999997E-3,-0.93708000000000002,0.209809,132268917-1527060797881-124376339-157-245-216-10:62,62
wt.part.WTPart,81856,wt.part.WTPartUsageLink,81866,D20043_3,1,ea,2018-05-23 07:40:07.0000000,2018-05-23 07:40:07.0000000,wt.part.PartUsesOccurrence,81871,-6.3499999999999997E-3,-0.93708000000000002,0.209809,132268917-1527060797881-124376339-157-245-216-10:61,61
wt.part.WTPart,81856,wt.part.WTPartUsageLink,81861,D20027_1,1,ea,2018-05-23 07:40:07.0000000,2018-05-23 07:40:07.0000000,wt.part.PartUsesOccurrence,81873,0,0,0,132268917-1527060797881-124376339-157-245-216-10:37,37
wt.part.WTPart,81856,wt.part.WTPartUsageLink,81862,D20001_1,1,ea,2018-05-23 07:40:07.0000000,2018-05-23 07:40:07.0000000,wt.part.PartUsesOccurrence,81874,0,0,0,132268917-1527060797881-124376339-157-245-216-10:1,1
wt.part.WTPart,81856,wt.part.WTPartUsageLink,81863,D20041_1,1,ea,2018-05-23 07:40:07.0000000,2018-05-23 07:40:07.0000000,wt.part.PartUsesOccurrence,81875,0,0,0,132268917-1527060797881-124376339-157-245-216-10:57,57
wt.part.WTPart,81856,wt.part.WTPartUsageLink,81864,D20042_1,1,ea,2018-05-23 07:40:07.0000000,2018-05-23 07:40:07.0000000,wt.part.PartUsesOccurrence,81876,0,0,0,132268917-1527060797881-124376339-157-245-216-10:58,58
wt.part.WTPart,81856,wt.part.WTPartUsageLink,82211,D20034_1,1,ea,2018-05-23 07:40:09.0000000,2018-05-23 07:40:09.0000000,wt.part.PartUsesOccurrence,82212,2.5399999999999999E-4,-0.87851000000000001,1.5216229999999999,132268917-1527060797881-124376339-157-245-216-10:63,63
wt.part.WTPart,81856,wt.part.WTPartUsageLink,82211,D20034_2,1,ea,2018-05-23 07:40:09.0000000,2018-05-23 07:40:09.0000000,wt.part.PartUsesOccurrence,82213,-2.5399999999999999E-4,0,0,132268917-1527060797881-124376339-157-245-216-10:64,64
wt.part.WTPart,81850,wt.part.WTPartUsageLink,82214,D20036_1,1,ea,2018-05-23 07:40:09.0000000,2018-05-23 07:40:09.0000000,wt.part.PartUsesOccurrence,82215,0.34166200000000002,-0.98907400000000001,0.44337399999999999,132268917-1527060797881-124376339-157-245-216-10:65,65
wt.part.WTPart,81850,wt.part.WTPartUsageLink,82216,D20037_1,1,ea,2018-05-23 07:40:09.0000000,2018-05-23 07:40:09.0000000,wt.part.PartUsesOccurrence,82217,0.30207499999999998,-0.98907400000000001,0.44337399999999999,132268917-1527060797881-124376339-157-245-216-10:66,66
wt.part.WTPart,81850,wt.part.WTPartUsageLink,82218,D20038_1,1,ea,2018-05-23 07:40:09.0000000,2018-05-23 07:40:09.0000000,wt.part.PartUsesOccurrence,82219,0.303562,-0.98907400000000001,0.44337399999999999,132268917-1527060797881-124376339-157-245-216-10:67,67
wt.part.WTPart,81850,wt.part.WTPartUsageLink,82220,D20039_1,1,ea,2018-05-23 07:40:09.0000000,2018-05-23 07:40:09.0000000,wt.part.PartUsesOccurrence,82221,0.303562,-0.98907400000000001,0.44337399999999999,132268917-1527060797881-124376339-157-245-216-10:68,68
wt.part.WTPart,81850,wt.part.WTPartUsageLink,82222,D20040_1,1,ea,2018-05-23 07:40:09.0000000,2018-05-23 07:40:09.0000000,wt.part.PartUsesOccurrence,82223,0.37023699999999998,-0.98907400000000001,0.44337399999999999,132268917-1527060797881-124376339-157-245-216-10:69,69
wt.part.WTPart,97828,wt.part.WTPartUsageLink,128024,,1,ea,2018-05-23 07:43:07.0000000,2018-05-23 07:43:26.0000000,wt.part.PartUsesOccurrence,128059,0,0,0,680906748-1364429139245-598340657-243-13-253-132:1196,652
wt.part.WTPart,97854,wt.part.WTPartUsageLink,128029,,1,ea,2018-05-23 07:43:07.0000000,2018-05-23 07:43:26.0000000,wt.part.PartUsesOccurrence,128060,0,0,0,680906748-1364429139245-598340657-243-13-253-132:1274,666
wt.part.WTPart,97828,wt.part.WTPartUsageLink,128034,,1,ea,2018-05-23 07:43:07.0000000,2018-05-23 07:43:26.0000000,wt.part.PartUsesOccurrence,128061,0,0,0,680906748-1364429139245-598340657-243-13-253-132:1106,671
wt.part.WTPart,97747,wt.part.WTPartUsageLink,127887,,1,ea,2018-05-23 07:43:07.0000000,2018-05-23 07:43:26.0000000,wt.part.PartUsesOccurrence,128062,4.2919360341181691E-2,0.124,0.318,680906748-1364429139245-598340657-243-13-253-132:1067,340
wt.part.WTPart,97708,wt.part.WTPartUsageLink,127847,,1,ea,2018-05-23 07:43:07.0000000,2018-05-23 07:43:26.0000000,wt.part.PartUsesOccurrence,128063,0,0,0,680906748-1364429139245-598340657-243-13-253-132:1163,245
wt.part.WTPart,97717,wt.part.WTPartUsageLink,127828,,1,ea,2018-05-23 07:43:07.0000000,2018-05-23 07:43:26.0000000,wt.part.PartUsesOccurrence,128064,9.9999999999999996E-24,9.9999999999999996E-24,-0.10000000000000001,680906748-1364429139245-598340657-243-13-253-132:1346,185
wt.part.WTPart,97606,wt.part.WTPartUsageLink,127964,,1,ea,2018-05-23 07:43:07.0000000,2018-05-23 07:43:26.0000000,wt.part.PartUsesOccurrence,128065,0,0,0,680906748-1364429139245-598340657-243-13-253-132:1373,530
wt.part.WTPart,97765,wt.part.WTPartUsageLink,127972,,1,ea,2018-05-23 07:43:07.0000000,2018-05-23 07:43:26.0000000,wt.part.PartUsesOccurrence,128066,0,0,0,680906748-1364429139245-598340657-243-13-253-132:1297,550
wt.part.WTPart,97708,wt.part.WTPartUsageLink,127847,,1,ea,2018-05-23 07:43:07.0000000,2018-05-23 07:43:26.0000000,wt.part.PartUsesOccurrence,128067,0,0,0,680906748-1364429139245-598340657-243-13-253-132:1330,238
wt.part.WTPart,97826,wt.part.WTPartUsageLink,128028,,1,ea,2018-05-23 07:43:07.0000000,2018-05-23 07:43:26.0000000,wt.part.PartUsesOccurrence,128068,0,-3.6999999999999998E-2,-0.04199,680906748-1364429139245-598340657-243-13-253-132:1178,665
wt.part.WTPart,97793,wt.part.WTPartUsageLink,127895,,1,ea,2018-05-23 07:43:07.0000000,2018-05-23 07:43:26.0000000,wt.part.PartUsesOccurrence,128069,0,0,0,680906748-1364429139245-598340657-243-13-253-132:1013,356
wt.part.WTPart,97793,wt.part.WTPartUsageLink,127895,,1,ea,2018-05-23 07:43:07.0000000,2018-05-23 07:43:26.0000000,wt.part.PartUsesOccurrence,128070,0,0,0,680906748-1364429139245-598340657-243-13-253-132:1206,357
wt.part.WTPart,97830,wt.part.WTPartUsageLink,127899,,1,ea,2018-05-23 07:43:07.0000000,2018-05-23 07:43:26.0000000,wt.part.PartUsesOccurrence,128071,0,0,0,680906748-1364429139245-598340657-243-13-253-132:933,368
wt.part.WTPart,97756,wt.part.WTPartUsageLink,127926,,1,ea,2018-05-23 07:43:07.0000000,2018-05-23 07:43:26.0000000,wt.part.PartUsesOccurrence,128072,-1.7030378900569125,0,-3.5556260897273114E-18,680906748-1364429139245-598340657-243-13-253-132:808,429
wt.part.WTPart,97739,wt.part.WTPartUsageLink,127791,,1,ea,2018-05-23 07:43:07.0000000,2018-05-23 07:43:26.0000000,wt.part.PartUsesOccurrence,128073,2.0500000000000001E-2,0,6.1232339957367664E-24,680906748-1364429139245-598340657-243-13-253-132:1182,107
wt.part.WTPart,97865,wt.part.WTPartUsageLink,127933,,1,ea,2018-05-23 07:43:07.0000000,2018-05-23 07:43:26.0000000,wt.part.PartUsesOccurrence,128074,1.5979274429446834E-2,1.1949217077396239E-2,-0.1245,680906748-1364429139245-598340657-243-13-253-132:891,442
wt.part.WTPart,97662,wt.part.WTPartUsageLink,127937,,1,ea,2018-05-23 07:43:07.0000000,2018-05-23 07:43:26.0000000,wt.part.PartUsesOccurrence,128075,0,0,0,680906748-1364429139245-598340657-243-13-253-132:962,449
wt.part.WTPart,97640,wt.part.WTPartUsageLink,127905,,1,ea,2018-05-23 07:43:07.0000000,2018-05-23 07:43:26.0000000,wt.part.PartUsesOccurrence,128076,0.39800000000000002,-7.8068811025561559E-18,-4.2500000000000003E-2,680906748-1364429139245-598340657-243-13-253-132:1272,400
wt.part.WTPart,97708,wt.part.WTPartUsageLink,127847,,1,ea,2018-05-23 07:43:07.0000000,2018-05-23 07:43:26.0000000,wt.part.PartUsesOccurrence,128077,0,0,0,680906748-1364429139245-598340657-243-13-253-132:1372,239
wt.part.WTPart,97726,wt.part.WTPartUsageLink,127866,,1,ea,2018-05-23 07:43:07.0000000,2018-05-23 07:43:26.0000000,wt.part.PartUsesOccurrence,128078,-1.2858791391047209E-18,0,8.5000000000000006E-3,680906748-1364429139245-598340657-243-13-253-132:991,300
wt.part.WTPart,97860,wt.part.WTPartUsageLink,127883,,1,ea,2018-05-23 07:43:07.0000000,2018-05-23 07:43:26.0000000,wt.part.PartUsesOccurrence,128079,0,0,0,680906748-1364429139245-598340657-243-13-253-132:1023,328
